Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,Release Year,Recession data,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Resident Evil: Extinction,50648679,146162920,34217549,45000000,21/09/2007,2007,1,R,95,Sony/Screen Gems,Based on Game,Action,Science Fiction,Russell Mulcahy,22,6.2,49502
Sydney White,11892415,12778631,6828112,16500000,21/09/2007,2007,1,PG-13,107,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,,37,6.2,9309
The Game Plan,90648202,147914546,50113315,22000000,22/09/2007,2007,1,PG,110,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27,6.3,14984
The Kingdom,47467250,86509602,34065220,72500000,28/09/2007,2007,1,R,110,Universal,Original Screenplay,Action,Contemporary Fiction,Peter Berg,51,7.1,47200
Se jie,4604982,65696051,,15000000,28/09/2007,2007,1,NC-17,156,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,,7.6,15440
Lake of Fire,25317,25317,,6000000,03/10/2007,2007,1,Not Rated,,ThinkFilm,Based on Real Life Events,Documentary,Factual,,,8.4,1027
Finishing the Game,52850,52850,,500000,05/10/2007,2007,1,Not Rated,,IFC First Take,Original Screenplay,Comedy,Contemporary Fiction,Justin Lin,35,,
The Good Night,22441,22441,,15000000,05/10/2007,2007,1,R,93,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,29,6,4332
Michael Clayton,49033882,92987651,18802372,21500000,05/10/2007,2007,1,R,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Tony Gilroy,90,7.5,59493
Control,871577,5645350,,6400000,10/10/2007,2007,1,R,,Weinstein Co.,Based on Book/Short Story,Drama,Dramatization,,87,7.8,19466
Lars and the Real Girl,5956480,10553442,2560922,12500000,12/10/2007,2007,1,PG-13,106,MGM,Original Screenplay,Comedy,Contemporary Fiction,,81,7.5,32423
We Own the Night,28563179,54700285,22557036,28000000,12/10/2007,2007,1,R,117,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,James Gray,56,7,38163
Arnolds Park,23616,23616,,600000,19/10/2007,2007,1,PG-13,,The Movie Partners,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.1,77
30 Days of Night,39568996,75066323,26908243,30000000,19/10/2007,2007,1,R,,Sony Pictures,Based on Comic/Graphic Novel,Horror,Fantasy,,49,6.6,52518
"Gone, Baby, Gone",20300218,34619699,11406490,19000000,19/10/2007,2007,1,R,114,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,,,
Rendition,9736045,20437142,6007008,27500000,19/10/2007,2007,1,R,121,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Gavin Hood,46,6.9,23223
Bella,8093373,9220041,5935632,3300000,26/10/2007,2007,1,PG-13,,Roadside Attractions,Original Screenplay,Drama,Contemporary Fiction,,,7.3,6562
Saw IV,63300095,134528909,31998452,10000000,26/10/2007,2007,1,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,17,6,44730
American Gangster,130164645,265697825,72653959,100000000,02/11/2007,2007,1,R,157,Universal,Based on Real Life Events,Drama,Dramatization,Ridley Scott,79,7.9,114060
Bee Movie,126631277,287594577,79628881,150000000,02/11/2007,2007,1,PG,90,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Hickner,51,6.3,30575
The Martian Child,7500310,9076823,7705880,27000000,02/11/2007,2007,1,PG,107,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
Lions for Lambs,14998070,63211088,9203604,35000000,09/11/2007,2007,1,R,90,United Artists,Original Screenplay,Drama,Contemporary Fiction,Robert Redford,27,6.2,22264
No Country for Old Men,74273505,162103209,45877844,25000000,09/11/2007,2007,1,R,,Miramax,Based on Book/Short Story,Action,Historical Fiction,Joel Coen,95,8.3,197898
Southland Tales,275380,364607,,17000000,14/11/2007,2007,1,R,,Samuel Goldwyn Films,Original Screenplay,Musical,Contemporary Fiction,Richard Kelly,,5.6,20172
Beowulf,82195215,194995215,35961910,150000000,16/11/2007,2007,1,PG-13,115,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Robert Zemeckis,70,6.6,62513
Love in the Time of Cholera,4617608,31077418,,45000000,16/11/2007,2007,1,R,139,New Line,Based on Book/Short Story,Drama,Historical Fiction,Mike Newell,27,6.2,8580
Redacted,65388,65388,,5000000,16/11/2007,2007,1,R,90,Magnolia Pictures,Based on Real Life Events,Drama,Dramatization,Brian De Palma,44,6.1,5759
August Rush,31664162,65627510,22082092,25000000,17/11/2007,2007,1,PG,113,Warner Bros.,Based on Real Life Events,Drama,Fantasy,,37,7.5,28650
I'm Not There,4017609,11498547,6017494,20000000,21/11/2007,2007,1,R,,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Todd Haynes,76,7.1,23078
Enchanted,127706877,340384141,87698079,85000000,21/11/2007,2007,1,PG,108,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Fantasy,Kevin Lima,92,7.5,55697
Hitman,39687694,99965792,28077100,17500000,21/11/2007,2007,1,R,93,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,14,6.8,520
This Christmas,49121934,49778552,17922664,13000000,21/11/2007,2007,1,PG-13,118,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,55,5.4,3351
The Mist,25593755,54777490,29059367,13000000,21/11/2007,2007,1,R,127,MGM,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73,7.4,76830
Awake,14373825,30757745,13038208,8600000,30/11/2007,2007,1,R,,Weinstein Co.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,24,6.5,26076
Le Scaphandre et le Papillon,5990075,19689095,2354497,14000000,30/11/2007,2007,1,PG-13,,Miramax,Based on Book/Short Story,Drama,Dramatization,Julian Schnabel,,8,31172
His Dark Materials: The Golden Compass,70107728,372234864,41772382,205000000,01/12/2007,2007,1,PG-13,,New Line,Based on Book/Short Story,Adventure,Fantasy,Chris Weitz,,,
Juno,143495265,230327671,57612374,7000000,05/12/2007,2007,1,PG-13,95,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jason Reitman,93,7.9,149855
Atonement,50980159,129425746,15678677,30000000,07/12/2007,2007,1,R,130,Focus Features,Based on Book/Short Story,Drama,Contemporary Fiction,Joe Wright,83,7.9,75491
Goodbye Bafana,0,2717302,,30000000,14/12/2007,2007,1,,,Paramount Vantage,Based on Book/Short Story,Drama,Dramatization,Bille August,,7,3631
Alvin and the Chipmunks,217326974,360578644,137516182,55000000,14/12/2007,2007,1,PG,92,20th Century Fox,Based on TV,Comedy,Kids Fiction,Tim Hill,27,5.5,19200
The Kite Runner,15800078,73222245,6563936,20000000,14/12/2007,2007,1,PG-13,122,Paramount Vantage,Based on Book/Short Story,Drama,Contemporary Fiction,Marc Forster,66,7.8,26816
I am Legend,256393010,585055701,129742540,150000000,14/12/2007,2007,1,PG-13,100,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Francis Lawrence,69,7.1,153631
Charlie Wilson's War,66661095,118661095,17517037,75000000,21/12/2007,2007,1,R,,Universal,Based on Book/Short Story,Drama,Dramatization,Mike Nichols,81,7.3,43168
Walk Hard: The Dewey Cox Story,18317151,20575121,15734125,35000000,21/12/2007,2007,1,R,,Sony Pictures,Original Screenplay,Comedy,Historical Fiction,,74,6.7,28032
Arn - Tempelriddaren,0,14900000,,16500000,25/12/2007,2007,1,R,,,Based on Book/Short Story,Action,Historical Fiction,,,6.4,6251
The Great Debaters,30226144,30226144,24133037,15000000,25/12/2007,2007,1,PG-13,130,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79,7.6,14530
Alatriste,0,22860477,,28000000,31/12/2007,2007,1,,135,,Based on Book/Short Story,Adventure,Historical Fiction,,,5.9,4944
White Noise 2: The Light,0,8243567,,10000000,08/01/2008,2008,1,PG-13,,Focus Features,Original Screenplay,Horror,Fantasy,,86,5.9,5647
Cloverfield,80048433,170764033,29180398,25000000,18/01/2008,2008,1,PG-13,,Paramount Pictures,Original Screenplay,Action,Science Fiction,Matt Reeves,76,7.4,136068
Teeth,347578,2300349,,2000000,18/01/2008,2008,1,R,,Roadside Attractions,Original Screenplay,Comedy,Fantasy,,,5.5,18
U2 3D,10363341,22664070,,15000000,23/01/2008,2008,1,G,85,National Geographic Entertainment,Based on Real Life Events,Concert/Performance,Factual,Catherine Owens,,8.3,2090
"4 luni, 3 saptamani si 2 zile",1196321,4723542,,900000,25/01/2008,2008,1,Not Rated,,IFC Films,Original Screenplay,Drama,Historical Fiction,,,,
Meet the Spartans,38233676,84646831,12248893,30000000,25/01/2008,2008,1,PG-13,,20th Century Fox,Original Screenplay,Comedy,Historical Fiction,Jason Friedberg,2,2.4,47281
Rambo,42754105,116754105,38751777,47500000,25/01/2008,2008,1,R,,Lionsgate,Based on Book/Short Story,Action,Contemporary Fiction,Sylvester Stallone,,7.3,82600
Untraceable,28687835,52649951,19710582,35000000,25/01/2008,2008,1,R,,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,15,6.1,21922
Sukkar banat,1060591,14253760,,1600000,01/02/2008,2008,1,PG,,Roadside Attractions,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,7,3799
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781,71281781,18154740,6500000,01/02/2008,2008,1,G,,Walt Disney Pictures,Based on Real Life Events,Concert/Performance,Factual,,71,,
The Eye,31418697,56706727,12319404,12000000,01/02/2008,2008,1,PG-13,,Lionsgate,Remake,Thriller/Suspense,Fantasy,,22,5.3,17304
In Bruges,7800825,30782621,3467377,15000000,08/02/2008,2008,1,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,,80,8.1,97876
Fool's Gold,70231041,109362966,20620930,72500000,08/02/2008,2008,1,PG-13,,Warner Bros.,Original Screenplay,Adventure,Contemporary Fiction,Andy Tennant,,7.6,93
Welcome Home Roscoe Jenkins,42436517,43607627,17066717,27500000,08/02/2008,2008,1,PG-13,114,Universal,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,23,4.5,5700
"Definitely, Maybe",32241649,55534224,12928344,7000000,14/02/2008,2008,1,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,,71,,
Jumper,80172128,222117068,33679094,82500000,14/02/2008,2008,1,PG-13,,20th Century Fox,Based on Book/Short Story,Adventure,Science Fiction,Doug Liman,17,5.9,69161
The Spiderwick Chronicles,71195053,162839667,27525903,92500000,14/02/2008,2008,1,PG,,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Mark Waters,79,6.8,18715
Step Up 2 the Streets,58017783,150017783,21801408,17500000,14/02/2008,2008,1,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,25,5.6,20345
Dolphins and Whales Tribes of the Ocean 3D,7714996,17252287,,6000000,15/02/2008,2008,1,Not Rated,,3D Entertainment,Based on Real Life Events,Documentary,Factual,,,,
Diary of the Dead,952620,4726656,4653193,2750000,15/02/2008,2008,1,R,,Weinstein Co.,Original Screenplay,Horror,Fantasy,George A. Romero,,6,20792
Die F‰lscher,5488570,19416495,,6250000,22/02/2008,2008,1,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,,7.6,16525
Be Kind Rewind,11175164,28505302,5162454,20000000,22/02/2008,2008,1,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Michel Gondry,65,6.6,42470
The Other Boleyn Girl,26814957,72944278,8245298,40000000,29/02/2008,2008,1,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,,41,6.7,26198
"10,000 B.C.",94784201,269065678,27044045,105000000,07/03/2008,2008,1,PG-13,,Warner Bros.,Original Screenplay,Adventure,Historical Fiction,Roland Emmerich,9,5.8,134
The Bank Job,30060660,63060660,17254299,20000000,07/03/2008,2008,1,R,,Lionsgate,Based on Real Life Events,Thriller/Suspense,Dramatization,Roger Donaldson,79,7.5,50848
CJ7,206678,47300771,,20000000,07/03/2008,2008,1,PG,,Sony Pictures Classics,Original Screenplay,Comedy,Kids Fiction,Stephen Chow,,,
Married Life,1506998,1506998,,12000000,07/03/2008,2008,1,PG-13,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,,6.4,4358
Doomsday,11008770,21621188,8666480,33000000,14/03/2008,2008,1,R,,Universal,Original Screenplay,Action,Science Fiction,,48,6,34035
Horton Hears a Who,154529439,297133947,73524948,85000000,14/03/2008,2008,1,G,,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,,,7.2,31323
Never Back Down,24850922,39319801,18692319,21000000,14/03/2008,2008,1,PG-13,,Summit Entertainment,Original Screenplay,Action,Contemporary Fiction,,23,6.2,21708
21,81159365,157852532,25789928,35000000,21/03/2008,2008,1,PG-13,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Robert Luketic,35,6.7,60918
Drillbit Taylor,32862104,49686263,12040874,40000000,21/03/2008,2008,1,PG-13,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,26,5.9,19388
The Grand,115879,115879,,3000000,21/03/2008,2008,1,R,,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,,6.1,3346
Meet the Browns,41975388,41975388,18271961,20000000,21/03/2008,2008,1,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,30,3.1,3362
Stop-Loss,10915744,11179472,4736139,25000000,28/03/2008,2008,1,R,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,,6.5,9268
Three Kingdoms: Resurrection of the Dragon,0,22139590,,20000000,03/04/2008,2008,1,R,,,Based on Book/Short Story,Action,Historical Fiction,,,,
Leatherheads,31373938,40830862,8871266,58000000,04/04/2008,2008,1,PG-13,,Universal,Original Screenplay,Romantic Comedy,Historical Fiction,George Clooney,52,6.1,14504
Nim's Island,48006762,94081683,18322434,37000000,04/04/2008,2008,1,PG,,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,,50,6,10391
The Ruins,17432844,22177122,10610865,25000000,04/04/2008,2008,1,R,,Paramount Pictures,Based on Book/Short Story,Horror,Contemporary Fiction,,47,6,23752
Prom Night,43869350,57109687,8497205,18000000,11/04/2008,2008,1,PG-13,85,Sony/Screen Gems,Remake,Horror,Contemporary Fiction,,8,5.1,4263
Street Kings,26415649,65589243,13420759,20000000,11/04/2008,2008,1,R,,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,36,7,40291
The Visitor,9427026,16194905,,4000000,11/04/2008,2008,1,PG-13,,Overture Films,Original Screenplay,Comedy,Contemporary Fiction,,90,6.8,318
88 Minutes,16930884,32955399,11385055,30000000,18/04/2008,2008,1,R,106,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,5,5.9,31205
The Forbidden Kingdom,52075270,129075270,23318686,55000000,18/04/2008,2008,1,PG-13,105,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64,6.7,36548
Life Before Her Eyes,303439,303439,,12000000,18/04/2008,2008,1,R,90,Magnolia Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
Baby Mama,60494212,64391484,24304275,,25/04/2008,2008,1,PG-13,99,Universal,Original Screenplay,Comedy,Contemporary Fiction,,63,6.1,16128
Harold & Kumar Escape from Guantanamo Bay,38108728,43231984,24609630,12000000,25/04/2008,2008,1,R,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,54,6.7,42358
Standard Operating Procedure,228830,228830,,5000000,25/04/2008,2008,1,R,,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,,80,7.5,1640
Iron Man,318604126,582604126,169251757,186000000,02/05/2008,2008,1,PG-13,126,Paramount Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Jon Favreau,94,7.9,174040
Made of Honor,46012734,105508112,14330761,40000000,02/05/2008,2008,1,PG-13,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Paul Weiland,14,5.5,15260
Son of Rambow: A Home Movie,1785505,10573083,,2000000,02/05/2008,2008,1,PG-13,,Paramount Vantage,Original Screenplay,Comedy,Historical Fiction,,,,
Speed Racer,43945766,93394462,14217924,120000000,09/05/2008,2008,1,PG,,Warner Bros.,Based on TV,Action,Science Fiction,Andy Wachowski,38,6.3,32672
The Chronicles of Narnia: Prince Caspian,141621490,419490286,77773230,225000000,16/05/2008,2008,1,PG,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,Andrew Adamson,67,6.9,46608
Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,109654917,185000000,22/05/2008,2008,1,PG-13,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,77,6.6,135071
The Children of Huang Shi,1031872,5527507,,20000000,23/05/2008,2008,1,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,31,6.9,4100
"War, Inc.",580862,1296184,910568,10000000,23/05/2008,2008,1,R,,First Look,Original Screenplay,Black Comedy,Contemporary Fiction,,29,,
Savage Grace,434417,968805,,4600000,28/05/2008,2008,1,Not Rated,,IFC Films,Based on Book/Short Story,Drama,Dramatization,,,5.7,3838
Sex and the City,152647258,416047258,85061666,57500000,30/05/2008,2008,1,R,,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,,49,5.4,46837
The Strangers,52597610,80597610,15789825,9000000,30/05/2008,2008,1,R,85,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44,6,35078
And When Did You Last See Your Father?,1071240,2476491,,8000000,06/06/2008,2008,1,PG-13,,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,,,6.8,1798
The Happening,64506874,163403799,21432877,60000000,13/06/2008,2008,1,R,89,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18,5.2,72259
The Incredible Hulk,134806913,263349257,58503066,137500000,13/06/2008,2008,1,PG-13,112,Universal,Based on Comic/Graphic Novel,Adventure,Super Hero,Louis Leterrier,66,7.1,82419
WALL-E,223808164,532743103,142201722,180000000,27/06/2008,2008,1,G,97,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96,8.5,182257
Wanted,134508551,340934768,71092823,75000000,27/06/2008,2008,1,R,110,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Timur Bekmambetov,71,6.4,1089
Hancock,227946274,624346274,89352567,150000000,02/07/2008,2008,1,PG-13,,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40,6.5,100822
The Wackness,2077046,2635650,,6000000,03/07/2008,2008,1,R,,Sony Pictures Classics,Original Screenplay,Comedy,Historical Fiction,,69,7.1,13257
AstÈrix aux Jeux Olympiques,999811,132999811,,113500000,04/07/2008,2008,1,Not Rated,,Alliance,Based on Comic/Graphic Novel,Adventure,Fantasy,,,4.9,5620
Bathory,0,3436763,,15000000,10/07/2008,2008,1,,,,,,,,,6.1,1446
Hellboy 2: The Golden Army,75986503,160388063,43689202,82500000,11/07/2008,2008,1,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,7.3,61902
Journey to the Center of the Earth,101704370,240904370,26253886,45000000,11/07/2008,2008,1,PG,92,Warner Bros.,Based on Book/Short Story,Adventure,Science Fiction,,,5.9,23756
Meet Dave,11803254,50648806,,60000000,11/07/2008,2008,1,PG,,20th Century Fox,Original Screenplay,Comedy,Science Fiction,Brian Robbins,19,4.8,13381
The Dark Knight,533345358,1022345358,234119058,185000000,18/07/2008,2008,1,PG-13,152,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Christopher Nolan,93,8.9,465000
Space Chimps,30105968,59517784,13349286,37000000,18/07/2008,2008,1,G,,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,,36,4.5,4324
Bienvenue chez les Ch'tis,1470856,243470856,,16000000,25/07/2008,2008,1,Not Rated,109,Link Productions Ltd.,Original Screenplay,Comedy,Contemporary Fiction,,,7,7129
The X-Files: I Want to Believe,20982478,68369434,16034958,35000000,25/07/2008,2008,1,PG-13,104,20th Century Fox,Based on TV,Action,Science Fiction,,,5.9,35433
Frozen River,2503902,5281776,,1000000,01/08/2008,2008,1,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,87,7.2,10447
The Mummy: Tomb of the Dragon Emperor,102491776,397912118,43147886,175000000,01/08/2008,2008,1,PG-13,111,Universal,Remake,Adventure,Fantasy,Rob Cohen,13,5.1,41570
